Word,Term,Affix,PartOfSpeech,Definition,Root Word
kinapitalisa,kapitalisa,IN Infix,Transitive Verb,vt.  capitalize. Na'siguru na un kapitalisa i fine'nena na lettra gi na'an tåotåo. Be sure that you capitalize the first letter of a person's name. Kapitalisa i tutuhun i sintensia siha. Capitalize the beginning of sentences. Funas i na'an Maria ya un kapitalisa i fine'ne'na na lettra. Erase Maria's name and capitalize the first letter. From: Sp. capitaliza.,kapitalisa
kinapitåni,kapitåni,IN Infix,Transitive Verb,"vt.  command, lead, be the captain of. Si Antonio malagu' para guiya u kapitåni i gurupu. Antonio would like to be the captain of the group. Si Andres ha kapitåni i batku. Andres commanded the ship. Bai hu kapitåni i gurupu yanggin para bai u manå'i nu i ko'oporasion‑ñiha. I'll be the captain of the group if they would give me their cooperation.",kapitåni
kinappun,kåppun,IN Infix,Transitive Verb,"vt.  1) castrate. Para u makåppun i babui lamu'na. The pig is going to be castrated tonight. 2) cut short. Ha kåppun si Edu i kalamasa, sa' esta mampus anåkku' kunanåf‑ña. Edu pruned the pumpkin plant, because the vines were long. I katpinteru ha kåppun dididi' i tapbla, sa' para u na'omlat gi liga. The carpenter cut a little of the plywood so that it could fit on the wall.",kåppun
kinaråti',karåti',IN Infix,Transitive Verb,vt.  hit (something) using karate. Ha karåti' si Eloy i tapbla ya ha ipi' ha'. Eloy hit the table with a karate chop and he split it.,karåti'
kinari,kari,IN Infix,Transitive Verb,vt.  make into curry. Mamåhan yu' potpus kari ni para bai hu kari i mannuk. I bought curry powder to make chicken curry.,kari
kinariñu,kariñu,IN Infix,Transitive Verb,"vt.  caress, soothe, show fondness to. Si Måttin ha kariñu i lahi‑ña dispues di ha lalåtdi. Martin soothed his son after he scolded him. I nana ha kariñu i neni‑ña ya duru chumålik. The mother caressed her baby and kept laughing. From: Sp. cariño.",kariñu
kinasa,kåsa,IN Infix,Transitive Verb,vt.  1) cock (a firearm). Ha gof ispånta yu' si Henry anai ha kåsa i paki gi me'nå‑hu. Henry really scared me when he cocked the gun in front of me. Kalan manhunguk yu' kinasan paki. It seems like I hear the cocking of a firearm. 2) cover (a bet). Ha kåsa si Pedro i apoståk‑ku gi gayera gi paingi. Pedro covered my bet at the cockfight last night.,kåsa
kinassas,kassas,IN Infix,Transitive Verb,"vt.  scratch, as when one itches. Hu kassas i tatalo'‑ña si Tåta, sa' makakaka. I scratched Father's back, because it's itching. I neni ha nisisita na u makassas tatalo'‑ña ni para u maigu' The baby needs to be scratched on the back in order to sleep. Anai inakka' yu' ni eddut, sigi mangassas yu'. When the ants bit me, I kept on scratching. See: ka'guas.",kassas
kinassi,kassi,IN Infix,Transitive Verb,"vt.  tease. Båsta mangassi, sa' un ma'anña. Stop teasing, because you may be beaten up. Kassin tåotåo ennåo. That guy's such a teaser. In kassi i ga'lågu ya ha tugung ham huyung gi chalan. We teased the dog and it ran after us on the road.",kassi
kinastiga,kastiga,IN Infix,Transitive Verb,"vt.  punish. Makastiga si Dolores, sa' ha yuti' i chininå‑ña gi basula nigap. Dolores was punished, because she threw her dress in the garbage can yesterday. In kastiga si Glenn, sa' ti ha cho'gui i che'chu' guma'. We punished Glenn, because he did not do his house chores. Ha kastiga yu' sa' ti hu fa'gåsi i lampåsu. She punished me, because I did not wash the mop. See: fuegis, anña, galuti. From: Sp. castiga.",kastiga
kinatchit,kåtchit,IN Infix,Transitive Verb,"vt.  put on a face, dress or anything that would indicate a show-off behavior. Ma kåtchit siha para i Halloween. They dressed up for Halloween. Un kåtchit håo ni ti uså‑mu bistidu. You put on a dress that's not for you. Ha kåtchit gui' si Jose ni nuebu na sapåtus ya nina'ke'yåo, sa' mampus mafñut. Jose put the new shoes on and he was limping, because they were too tight. Reflexive verb. Variant: kåchit.",kåtchit
kinátdiding,kátdiding,IN Infix,Transitive Verb,"vt.  hop on one foot. Yan‑ñiha i famagu'un manhugåndun katdiding. The children enjoy the game of hopping using one leg. Kumatdiding huyung gi gima', sa' ma'ottu i temmun i ottru addeng‑ña. She hopped on one leg out of the house, because she hurt the knee on her other leg. Dumellang gi haligin trongku, tuma'yuk påpa', pues kumatdiding gi uriyan i kellat guaka. He walked balancing himself on the tree trunk, jumped down, then hopped on one foot around the cattle fence.",kátdiding
kinatdiyu,katdiyu,IN Infix,Transitive Verb,"vt.  cook (something) with onions, vinegar, and soy sauce. Para bai hu katdiyu i guihan. I'm going to cook the fish with vinegar, soy sauce, and onions. Månngi' makatdiyu i ilun katchu'. Tuna fish head cooked in vinegar, soy sauce, and onions is delicious. From: Sp. caldillo.",katdiyu
kinatdu,kåtdu,IN Infix,Transitive Verb,vt.  make (something) into soup. Ya‑ña si Nåna kumåtdu i mannuk yan letchin niyuk. Mother likes to make chicken soup with coconut milk. Variant: kåddu. From: Sp. caldo.,kåtdu
kinatga,kåtga,IN Infix,Transitive Verb,"vt.  carry, transfer, haul, transport. Ti siña si Maria ha kåtga i makkat na kosas sa' i ma'operå‑ña. Maria cannot carry heavy things, because of her operation. Ha kåtga si Vicente i todu i matiriåt gi karetå‑ña para i lanchu. Vicente hauled all the lumber on his truck to his farm. Manmakåtga i taotåo ni bås para i feria. The people were transported on the bus to the fair. See: loffan. From: Sp. carga.",kåtga
kinatgueti,katgueti,IN Infix,Transitive Verb,"vt.  use in a playful way, use as a toy. Håfa na un atkagueti si Jose? Why did you use Jose as a toy? See: hugeti. Variant: atkagueti.",katgueti
kinatiguråt,katiguråt,IN Infix,Transitive Verb,"vt.  categorize, put into categories. Mungnga mayalaka' i lepblu, sa' esta manmakatiguråt sigun gi titulu. Don't mix up the books, because they are already categorized by title.",katiguråt
kinatiyi,katiyi,IN Infix,Transitive Verb,"vt.  cry for, weep for, call for. Na'katiyi ni kareta ya uma tungu' na manggaigi hit. Honk the horn of the car so that they know that we're here. Håfa un katitiyi? What are you crying about? Ha katitiyi si nanå‑ña, sa' taigui. He is calling for his mother, because she's not there. Syn: tångsi.",katiyi
kinatkula,katkula,IN Infix,Transitive Verb,"vt.  calculate, estimate, compute. Listu si Kika' mangatkula kuåntu i balin i guihan. Kika' is very fast to calculate how much the fish cost. Katkula kuåntu para un ginasta yanggin para un håtsa i gima'. Estimate how much it will cost you to build the house. Katkula kuåntu i sais libra gi tres pesus kada libra bali‑ña. Calculate how much six pounds is worth at three dollars a pound. From: Sp. calcula.",katkula
kinatnadåyi,katnadåyi,IN Infix,Transitive Verb,"vt.  set out bait for, set out lure for. Bula chå'ka gi uriya ya si Juan ha katnadåyi i okkudu para u fangonni' chå'ka. There are a lot of rats around and so Juan baited the traps to catch rats. Hu katnadåyi i haguit Lisa, sa' ti ha tungu'. I baited Lisa's hook, because she didn't know how. Fa'nu'i i patgun taimanu para u katnadåyi i haguet‑ña. Show the child how to bait his hook.",katnadåyi
kinatsa,kåtsa,IN Infix,Transitive Verb,"vt.  1) brace, support. Kåtsa i tinanum siha. Brace the plants. Matomba i trongku ni ti makåtsa. The tree that wasn't supported toppled. 2) dress up, put make-up on, apply cosmetics. Ha kåtsa gui' para i giput. She dressed up for the party. Dudus si Berrang piot yanggin ha kåtsa gui' todu. Beth is flirtatious, especially when she is all decked out. Asentådu na palåo'an achukka' ti ha kåkatsa gui'. She is an attractive lady even without make-up. Reflexive verb. Syn: kåchit. From: Sp. calza.",kåtsa
kinatsu,kåtsu,IN Infix,Transitive Verb,vt.  hold open. Usa i ladriyu para un kåtsu i pettan santatti. Use the brick to hold the back door. Kåtsu i petta ni ladriyu. Use the brick as doorstop.,kåtsu
kinattåyi,kattåyi,IN Infix,Transitive Verb,vt.  write letter to (someone). Si Simeon ha kattåyi i che'lu‑ña ni gaigi Amerika. Esta si Frank munhåyan ha kattåyi si Betran. Ma kattåyi yu' put i kinalamten‑hu gi che'chu'. Syn: tugi'.,kåtta
kinattuchu',kattuchu',IN Infix,Transitive Verb,vt.  put (fish) on a stringer. Usa i talin halaihai para un kattuchu' i kinene'‑mu guihan. Use the beach morning glory vine to string your fish catch. From: Sp. cartucho.,kattuchu'
kinatyun,kåtyun,IN Infix,Transitive Verb,"vt.  path, street, trail, road, alley. Måolik si Juan mankåtyun, sa' ha na'gåsgas ha' mo'na. Guaha esta mofo'na ombris esta guaha makåtyun. Adahi na un tinaga' yanggin para un fankåtyun. Syn: kåyi.",kåtyun
kinayun,kåyun,IN Infix,Transitive Verb,vt.  mark one's path so as to find the way back. Na'siguru na un kåyun i chalån‑mu mo'na ya un tungu' taimanu hinanånåo‑mu. Be sure to mark your movement forward so that you will know how you are progressing. Ti un abak yanggin un kåyun i chalån‑mu. You won't be lost if you mark your path. Variant: kåtyun.,kåyun
kinebrånta,kebrånta,IN Infix,Transitive Verb,"vt.  show assertiveness or over-confidence in self, edging on bragging. Un kebrånta håo muna'lagu låo ni håfa tiningo'‑mu. You were close to bragging about your cooking but you don't know anything. From: Sp. quebranta.",kebrånta
kiné'chuli',ké'chuli',IN Infix,Transitive Verb,"vt.  attempt to take, try to take ownership of. Hånåo ya un ke'chuli' i talåya as tihu‑mu Martin. Go and get the fishing net from your Uncle Martin. I patgun ha ke'chuli' i hugeti ginin i estrangheru, låo muma'å'ñåo. The child tried to take the toy from a stranger, but then he was apprehensive. Ha ke'chuli' i aputunidåt para u kuentus låo dimasiåo yommahlåo. He tried to take the opportunity to say something but he was just too shy. Variant: kéchuli'.",chuli'
kiné'danchi,ké'danchi,IN Infix,Transitive Verb,"vt.  try to correct, try to make right, try to be on target, try to make amends. I istudiånti ha chagi månu i nina'siñå‑ña para u ke'danchi i kuestion kuentas. The student tried his best to give the correct answer to the math question. Chagi ya un ke'danchi i matka. Try to hit the mark. Mandåggåo i patgun åtchu' para u ke'danchi i bintåna. The kid threw a rock to try and hit the window. Variant: kédanchi.",danchi
kiné'danchiyi,ké'danchiyi,IN Infix,Transitive Verb,"vt.  try to hit the mark for, try to give correct answers for. Si nang ha ayuda si Justo ni istudiu‑ña para u kedanchiyi ni kuestion siha. Mom helped Justo with his studies so she can try to give the correct answers to the questions. Hånåo ya hågu un fanfletcha ya un kedanchiyi si David ni matka. Go and shoot the slingshot so you can hit the mark for David. Kedanchiyi i machåchak i mostra para si Virginia kosa ki ti u låstima i matiriåt. Try to cut from the sample correctly for Virginia so that the material will not be wasted. Variant: kédanchiyi.",danchi
kiné'hatsa,ké'hatsa,IN Infix,Transitive Verb,"vt.  attempt to lift, attempt to raise. Si Felipe ha ke'hatsa i suetdun i implihåo siha. Felipe attempted to raise the employees' wages. Si Mariko ha ke'hatsa i båtdi låo dimasiåo makkat. Mariko tried to pick up the bucket but it was too heavy. Hagas ha' si Tun Ben ha ke'hatsa i presiun i fektus siha gi tendån‑ña. Elder Ben has been trying to raise the prices of goods at his store. Variant: kéhatsa.",håtsa
kinélaguin,kélaguin,IN Infix,Transitive Verb,"vt.  make a dish of raw or half-cooked beef, fish, or poultry prepared with lemon juice. Månngi' makelaguin i satmon ya mana'yi tumåtis. It is delicious to make a dish of half-cooked salmon with added tomatoes.",kélaguin
kiné'latchai,ké'latchai,IN Infix,Transitive Verb,"vt.  attempt to finish off, try to use or eat all of. Make'latchai i hinekkan mångga ni sakki. The thieves tried to finish off all the picked mangoes. Si Rosita ha ke'latchai i fina'denni' aliling. Rosita tried to eat all of the pickled conch. Insigidas ha ke'latchai i mana'i‑ña salåppi' put para u manå'i mås. He quickly used up his allowance hoping to get more. Variant: kélatchai.",latchai
kiné'li'i',ké'li'i',IN Infix,Transitive Verb,vt.  try to see. Tuma'yuk i galagitu put para u ke'li'i' i amu‑ña. The puppy was jumping trying to see its owner. Tumohgi gi bintåna put para u ke'li'i' i finattun Tang. She was standing by the window trying to see Dad's arrival. Kalan ha na'achigugu' si Nang i matå‑ña put para u ke'li'i' i lettra gi katta. Mom squinted her eyes trying to see the words in the letter. Variant: kéli'i'.,li'i'
kinema,kema,IN Infix,Transitive Verb,"vt.  1) stir-fry. Gof ya‑hu bula na siboyas kumema yanggin mama'tinas yu' adobun månnuk. I like lots of onion when I am going to cook chicken. Si Maria ha kema påpa' i katni yan i gellai para senan‑måmi. Maria stir-fried down the meat and vegetables for dinner. Si nanå‑hu todu biåhi ya para na'lågu maseha håfa na kåtni, ha kekema fine'nena. Whenever my mother wants to cook, she first stir-fries the meat. 2) saute with onions or garlic. Matågu' si Juan para u kema i biringhenas. Juan was told to saute the eggplants. Ha usa si bihå‑hu lañan niyuk para u kema i gellai. My grandmother used the coconut oil to saute the vegetables. Månngi' makema i satdinas yan i biringenas. Sardines sauteed with eggplants are delicious.",kema
kinema,kema,IN Infix,Transitive Verb,"vt.  beat in wooden board game with 7 opposite holes on each side and a large hole on both ends. Hu na'kema i kuntråriu, sa' linaisin anai hinengngan ni talangan hulu. I beat my opponent in chongka, because he got startled by the rolling thunder. From: Sp. quema.",kema
kinema,kema,IN Infix,Transitive Verb,"vt.  1) stir-fry. Gof ya‑hu bula na siboyas kumema yanggin mama'tinas yu' adobun månnuk. I like lots of onion when I am going to cook chicken. Si Maria ha kema påpa' i katni yan i gellai para senan‑måmi. Maria stir-fried down the meat and vegetables for dinner. Si nanå‑hu todu biåhi ya para na'lågu maseha håfa na kåtni, ha kekema fine'nena. Whenever my mother wants to cook, she first stir-fries the meat. 2) saute with onions or garlic. Matågu' si Juan para u kema i biringhenas. Juan was told to saute the eggplants. Ha usa si bihå‑hu lañan niyuk para u kema i gellai. My grandmother used the coconut oil to saute the vegetables. Månngi' makema i satdinas yan i biringenas. Sardines sauteed with eggplants are delicious.",kema
kinema,kema,IN Infix,Transitive Verb,"vt.  beat in wooden board game with 7 opposite holes on each side and a large hole on both ends. Hu na'kema i kuntråriu, sa' linaisin anai hinengngan ni talangan hulu. I beat my opponent in chongka, because he got startled by the rolling thunder. From: Sp. quema.",kema
kinesang,kesang,IN Infix,Transitive Verb,"vt.  estimate, calculate. Anai makesang kuåntu bali‑ña i tanu', ti chumilung yan i kinegagåo. When they estimated the value of the land, it did not meet what was requested.",kesang
kiné'sangan,ké'sangan,IN Infix,Transitive Verb,vt.  try to say. Guaha si Merced para u ke'sangan låo ha tulaika hinasson‑ña. Merced tried to say something but changed her mind. Ha ke'sangan i asuntu gi duråntin i dinanña' låo atrasåo. He was trying to say something during the meeting but it was too late. Si Kayla ha ke'sangan i sinisedi låo tåya' oputunidåt. Kayla was trying to talk about the incident but there was no opportunity. Variant: késangan.,sångan
kiné'tungu',ké'tungu',IN Infix,Transitive Verb,"vt.  try to learn, try to know, try to be informed. Maria, maila' ya un ke'tungu' mama'tinas brohas. Maria, come and try to learn how to make sponge cake. Humånåo si Balbina umiskuela para u ke'tungu' mås put hinemlu' tåotåo. Balbina went to study to learn about public health. Variant: kétungu'.",tungu'
kiné'yuti',ké'yuti',IN Infix,Transitive Verb,"vt.  try to dispose of, try to drop, try to throw, try to jump. Ha ke'yuti' gui' si Caridad gi tasi. Caridad tried to jump into the ocean. Si Angela ha ke'yuti' i nengkanu' låo hu chomma'. Angela tried to get rid of the food but I stopped her. Ha ke'yuti' gui' si Carlos gi taddung låo muma'å'ñåo. Carlos tried to jump off on the deep part but he was scared. Variant: kéyuti'.",yuti'
kinidera,kidera,IN Infix,Transitive Verb,vt.  cut the ligaments of (an animal). Variant: diskareta.,kidera
kinihådas,kihådas,IN Infix,Transitive Verb,"vt.  hit in the jaw. Hu kihådas i lahi‑hu, sa' ha oppi yu' tåtti. I hit my son's jaw, because he was sassy with me.",kihådas
kinihåyi,kihåyi,IN Infix,Transitive Verb,"vt.  tell on (someone), bring an issue to the people about (someone). Mananña i ma'estru unu na påtgun iskuela ya makihåyi ni mañaina. The teacher hit one of the school children and the parents reported on him. Guaha gi halum i otganisasion tumugi' i sinisedi ya ha kihåyi hålum gi pulisiha. There was someone in the organization that documented what had happened and submitted a report to the police. Håfa na un kihåyi yu' as tatå‑hu? Why did you tell my dad on me? Hu kihåyi i manihånti put magåstan salåppi' pupbliku. I reported the spending of public funds by the management. Variant: kiåyi.",kihåyi
kinílili,kílili,IN Infix,Transitive Verb,"vt.  carry along, drag along, pull along, bring along. Na'siguru na un kilili todu i dokumentom‑mu para i kotti. Make sure to bring along all your documents to court. Kinilili nu i kurenti gi tasi. He was pulled by the current at sea. Hålla hulu' i maletå‑mu; mungnga makilili pat mabåtsala gi edda'. Pull up your bag; don't drag or pull it on the ground. I ga'lågu ha kilili i degga para i amu‑ña. The dog carried the shoes to its master. Ha kilili si Juana todu i famagu'on‑ña para i tasi. Juana took all her children to the beach. Ha kilili i mannuk i tinala' kåtni. The chicken dragged away the dried meat. See: båtsala.",kílili
klinaba,klåba,IN Infix,Transitive Verb,"vt.  crucify, hold down. Maklåba si Jesukristu gi haligi put i isåo‑ta siha. Jesus Christ was crucified for our sins. Klåba i chiba guatu gi trongkun mångga. Pin the goat against the mango tree. Klåba i ga'ga', sa' u falågu. Pin down the animal, because it may run away. From: Sp. clava.",klåba
klinarifika,klarifika,IN Infix,Transitive Verb,"vt.  explain, make (something) clear, clarify. Put fabot klarifika esti siha na palåbra. Please clarify these words. Kåo siña un klarifika i che'cho'‑mu siha? Can you explain your duties here? Ma klarifika i fundamentun matrimoniu. They brought clarity to the fundamentals of marriage. From: Sp. clarifica.",klarifika
klinaruyi,klaruyi,IN Infix,Transitive Verb,"vt.  make (something) clear, provide clarity to. Si Melvin ha klaruyi si nåna‑ña håfa bidå‑ña gi paingi. Melvin made clear to his mother about what he did last night. Hu na'klaruyi ni diretchok‑ku. I made clear about my rights. Kåo un na'klaruyi ni obligasion‑ña? Did you make clear to him about his obligation?",klåru
klinasifika,klasifika,IN Infix,Transitive Verb,"vt.  break down into some order, separate, organize, classify. Kåo siña un klasifika esti na lista? Can you organize this listing? Ti klåru taimanu man maklasifika i amut natibu. It is not clear how the native medicines are classified From: Sp. clasifica.",klasifika
kinebra,kobra,IN Infix,Transitive Verb,"vt.  hold down, secure. Si Thomas ha kobra i chiba kontra i tanu'. Thomas held the goat down on the ground. Si Pedro ha kobra i guaka. Pedro secured the cow on the ground. Si Pedro ti siña ha kobra si Juan. Pedro could not hold down Juan. From: Sp. cobra.",kobra
kineko',koko',IN Infix,Transitive Verb,"vt.  pickle (something), make (something) into a pickle. Ha koko' i pipinu ya ha na'sen ma'asin. She pickled the cucumber and made it extremely salty. Ya‑hu kumoko' i gada' mångga para bai chuli' guatu gi giput familia. I like to pickle the young mangos to bring there at family parties.",koko'
kine'låo,ko'låo,IN Infix,Transitive Verb,"vt.  bring (food) to, bring (information) to. Hu ko'låo siha infotmasion si Winnie. I brought information to Winnie. Håfa un ko'låo si Justo? What food did you bring to Justo? Kåo un ko'låo si Maria gi che'chu'? Did you bring food to Maria at work?",ko'låo
kinelåyi,kolåyi,IN Infix,Transitive Verb,vt.  put train on (a dress). Ma kolåyi sen ånakku' i chininan nobia. They put a long train on the wedding dress. Dimasiåo anåkku' i makolåyi gi bistidu. The train is much too long on the dress.,kolåyi
kinellat,kollat,IN Infix,Transitive Verb,"vt.  put a fence around (something), barricade. Ha kollat si Nang i petta putno u poddung huyung i neni. Mom barricaded the door so the baby will not fall out of the door.",kollat
kinenbikta,konbikta,IN Infix,Transitive Verb,vt.  convict (someone). Makonbikta i prohimu dispues di mahunguk i kaosan‑ña. He was convicted after his case was heard. Debi guaha manmetgut na ebidensia para uma konbikta i taotåo. There must be strong evidence to convict a person.,konbikta
kinentra,kontra,IN Infix,Transitive Verb,"vt.  challenge, compete with, be against (someone). Mana'akontra gi gayera. They challenged each other at the cockfight. Cha'‑mu yu' kokontra, sa' ti un tungu' fuetsåk‑ku! Don't you challenge me, because you don't know what I can do!",kontra
kinepbla,kopbla,IN Infix,Transitive Verb,"vt.  dun, demand payment of credits, funds, demand for return of items, etc. Måttu i dueñu ya ha kopbla yu' nu i kamyon‑ña. The owner of the coconut grater came and demanded its return. Makopbla i istudiånti nu i apas i matitik na lepblu. They demanded payment from the student for the torn book. Mungnga manangga na un makopbla nu i dibi‑mu; apåsi kuntiempu. Do not wait to be told to pay your debt; pay it in advance. From: Sp. cobra.",kopbla
kinetma,kotma,IN Infix,Transitive Verb,"vt.  hold with a headlock, wristlock, etc., so as to prevent movement; clamp, tie down, pin down, pin against. (Saipan also Rota). Kotma i matiriåt kosa ki ti u poddung. Clamp the materials so that they will not fall. Kotma kontra i haligi, sa' ti u gupu i magågu. Pin the cloth against the pole so it will not be blown off.",kotma
kinetti,kotti,IN Infix,Transitive Verb,"vt.  try, put on trial. Para u makotti si Jose på'gu na ha'åni. Jose will have a court hearing today. Mungnga yu' ma'ågang yanggin para un makotti, sa' tai isåo yu'. Don't get me involved when you are taken to court, because I am innocent. Ti parehu yanggin makotti håo, sa' siempri mahusga håo na umisåo håo magåhit. Being put on trial is different, because you will be judged and found really guilty of your crime. From: Sp. corte.",kotti
kinettidu,kottidu,IN Infix,Transitive Verb,"vt.  preserve (food) by pickling. Hu kottidu i mangga put sino u båba. I pickled the mangos so they would not spoil. Na'bula asiga yanggin para un kuttidu. When pickling, use a lot of salt. Debi di un kuttidu i pipinu gi asiga un diha yanggin para u påska. You need to pickle the cucumber in salt for a day for it to be crunchy. See: sinimai. Variant: engkattidu. From: Sp. encurtido.",kottidu
kriniådas,kriådas,IN Infix,Transitive Verb,vt.  punch in the jaw. Kiniådas gi as Juan anai manimbesti si Jose. Jose got punched in the jaw by Juan when he threatened Juan. Variant: kiådas (Saipan). From: Sp. quijada.,kriådas
kriniådu,kriådu,IN Infix,Transitive Verb,vt.  create. Håyi kumikriådu i langit yan i tanu'? Who created heaven and earth? I saina krumiådu todu i kosas siha. The Lord created all things. Ya‑ña mankriådu kosas. She likes to create things. Syn: fa'tinas. From: Sp. creado.,kriådu
kriniånsa,kriånsa,IN Infix,Transitive Verb,"vt.  raise, treat (someone), train (someone). Bråbu na påtgun, sa' måolik makriansån‑ña. The child is active, because he was properly raised. Manmakriånsan måolik ham ni mañainan‑måmi. We were treated well by our parents. Taimanu i makriansåm‑mu, taiguihi i kustumbrem‑mu. The way you are trained, that is how you will behave. From: Sp. crianza.",kriånsa
krinitisisa,kritisisa,IN Infix,Transitive Verb,"vt.  criticize, reproach. Ti bunitu mankritisisa tåotåo. It is not nice to criticize people. Ilek‑ña i lahi‑hu na krinitisisa gui' ni che'lu‑ña gi me'nan tåotåo. My son said that his sister criticized him in front of people.",kritisisa
krinisa,krusa,IN Infix,Transitive Verb,"vt.  cross over, pass over. Makrusa i chalan ni gurupun buleru. A group of baseball players crossed the road. Nihi ta krusa hit gi tattin i gima' para i tenda. Let's pass behind the house to go to the store. From: Sp. cruza.",krusa
krinisifika,krusifika,IN Infix,Transitive Verb,"vt.  crucify, put to death upon the cross. Makrusifika gi kilu'us. He was crucified on the cross. Håfa na makrusifika si Jesus? Why was Jesus crucified? Syn: klåba. From: Sp. crucifica.",krusifika
kiniådra,kuådra,IN Infix,Transitive Verb,vt.  square (a house) by using a carpenter's square or by measurement. Hu kuådra i gima' sagan manunu. I made the barbecue house square. From: Sp. cuadra.,kuådra
kiniådru,kuådru,IN Infix,Transitive Verb,vt.  Håyi kumådru i litråtun Maria? Who framed Maria’s picture?,kuådru
kiniarentena,kuarentena,IN Infix,Transitive Verb,"vt.  quarantine. Makuarentena, sa' nina'yi chetnut tibi. He was quarantined, because he has tuberculosis. I doktu ha kuarentena i malångu. The doctor placed the patient under quarantine. Gaigi i gayu na makuarentetena. The rooster is under quarantine. From: Sp. cuarentena.",kuarentena
kiniatra,kuatra,IN Infix,Transitive Verb,"vt.  prepare (for an action), get ready (to do something). I gurupu ma kuatra siha para i kumpitensia. The group prepared themselves for the competition. Hu kuatra yu' para i kuntråriu. I got ready myself for my opponent. From: Sp. cuadra.",kuatra
kiniattåsu,kuattåsu,IN Infix,Transitive Verb,"vt.  whip (with a belt), beat with a whip. Ti apman bai hu kuattåsu håo. Pretty soon I will whip you. Ha kuattåsu yu' si Nåna. Mother whipped me. Båsta mama'baba sino hu kuattåsu håo. Stop fooling around or I will whip you.",kuattåsu
kinibri,kubri,IN Infix,Transitive Verb,"vt.  1) help (someone) out, cover (a bet). Hu kubri i nisisidåt i familiåk‑ku. I took responsibility for my family’s needs. Kåo siña un kubri yu' på'gu'? Can you cover for me now? 2) travel over, pass through. Ha kubri todu i isla gi biradå‑ña. He passed through the islands on his return. From: Sp. cubre.",kubri
kinichikuchi,kuchikuchi,IN Infix,Transitive Verb,vt.  call (dogs). Ha kuchikuchi i galagitu para u chotchu. He called the puppy to eat. I patgun ha kuchikukuchi i ga'‑ña ga'lågu. The child is calling his pet dog.,kuchikuchi
kinienta,kuenta,IN Infix,Transitive Verb,"vt.  1) include, enclose. Kuenta yu' guennåo na gurupu. Include me in that group. Kåo bai kuenta i hagå‑mu gi kumpitensia? Should I include your daughter in the competition? Kuenta i litratu‑hu gi kattåm‑mu. Enclose my picture in your letter. Variant: na'såonåo. 2) substitute for, go on behalf of, stand (in) for. Si Maggie kumuenta i ma'gas. Maggie substituted for the boss. Hånåo ya un kuentåyi yu' gi hunta. Go and substitute for me at the meeting. From: Sp. cuenta.",kuenta
kinientåyi,kuentåyi,IN Infix,Transitive Verb,"vt.  substitute (for someone), replace (someone). Hu kuentåyi i amigå‑hu gi iskuela. I substituted for my friend at school. Manmangonni' ottru na ma'estra para u kuentåyi atyu i bumåsta. They hired another teacher to replace the one who quit. Ti hu nisisita makuentåyi, sa' hu na'siña ha' chumo'gui håfa malago'‑mu. I don't need a substitute, because I am able to do what you want.",kuentåyi
kinientusi,kuentusi,IN Infix,Transitive Verb,"vt.  talk to, speak to. Håyi un kuentusi gi tilifon? Who did you talk to on the phone? Ha kuentusi si nåna i hagå‑ña ni gaigi giya Hapon. Mother spoke with her daughter who is in Japan. Taimanu kuentusem‑mu put i asuntun salåppi' gi gurupun manmå'gas siha? How did you convey the matter of money to the group of leaders? Variant: kuintusi.",kuentus
kiniestiona,kuestiona,IN Infix,Transitive Verb,"vt.  question, ask, interrogate, inquire, quiz. Manmakuestiona i famagu'un put i sinisedi nigap. They questioned the children about the incident yesterday. Håyi kumestiona håo? Who interrogated you? Håfa na un kuestiotiona i disision‑hu? Why are you questioning my decision? Syn: faisin, abirigua. From: Sp. cuestiona.",kuestiona
kinietdåsi,kuetdåsi,IN Infix,Transitive Verb,"vt.  wind (a clock or watch). Kuetdåsi i rilos åntis di u måtai. Wind your watch before it dies. Debi di un kuetdåsi yanggin para u kalamtin. You need to wind it so it will move. Mungnga mampus makuetdåsi i rilos, sa' un yulang. Do not overwind the clock, because it might break.",kuetdåsi
kinieyu,kueyu,IN Infix,Transitive Verb,"vt.  collar (someone), hit or grab on the back of the neck. Adahi na hu kueyu håo. Be careful or I will grab you by the neck. From: Sp. cuello.",kueyu
kiniintusi,kuintusi,IN Infix,Transitive Verb,"vt.  talk to, speak to. Håyi un kuintusi gi tilifon? Who did you talk to on the phone? Håyi un kuintusi put i prubleman hinemlu' famalåo'an? Who did you speak to regarding the problem with women's health? Ti bunitu kuentusem‑mu put ennåo na sinisedi, sa' un na'piniti i patgun. Your way of speaking about that incident was not appropriate, because you hurt the child's feelings. Variant: kuentusi.",kuintusi
kinila,kula,IN Infix,Transitive Verb,"vt.  1) filter, strain, sift. Hu kula i harina para bai fama'pån. I sifted the flour to make bread. Debi di un kula i achoti. You must strain the achoti juice. Kula i letchin niyuk åntis di un nå'yi i katdu. Strain the coconut cream before you add it to the soup. From: Sp. cuela. 2) scrutinize, examine carefully. Kula måolik håyi lachi. Examine carefully who is at fault. Kula i ora ya u fanparehu todu. Keep track of the time so that everyone will have equal time. Kula i istoriå‑mu ya un na'siguru na magåhit. Analyze your story carefully to make sure that it is accurate.",kula
