Term,Part of Speech,Definition,Source Details,Link to Source
supotta,Transitive Verb,"vt.  provide (financial or legal) support. Bai hu supotta håo kumu para un iskuela. I will support you if you are going to school. Hu sapotta i patgun gi hinanåo‑ña. I supported the child on his journey. Hu supotta si Jose gi gima'. I support Jose at the house. Variant: sapotta, sapotti (Guam).",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
supuk,Transitive Verb,"vt.  immerse, plunge into, insert something. Supuk i pappit gi halum i matduk. Insert the paper into the hole. Ti bai supuk håo gi tasi. I will not let you submerge in the water. Ha supuk ha' gui' hålum gi fila. She just cut into the line. See: assupak. Variant: ñokñuk, lumus.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
suri',Transitive Verb,vt.  gather (e.g. thread).,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
susedi,Transitive Verb,"vt.  experience, happen. Hu susedi mafaña'gui gi gima'. I experienced being scared at the house. Ti bai susedi makotti kumu hu apåsi i tenda. I will not experience going to court if I pay my debt at the store. 2) happening, event. Guaha sinisedi nigap gi kantit. Something happened at the cliff yesterday. Tåya' para masusedi på'gu sa' ti para un gaigi. Nothing will happen today because you will not be present.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
suspendi,Transitive Verb,"vt.  suspend, dismiss, expel, put off. Masuspendi yu' gi iskuela sa' mumu yu'. I was suspended from school because I fought. Maila' ya ta suspendi nåya esti na asuntu. Let's suspend this topic for a while. Ti ya‑hu masuspendi sa' na'mamahlåo. I don’t like being suspended because it’s shameful.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
suspetcha,Transitive Verb,"vt.  suspect, distrust. Hu suspetcha i amigå‑mu na mapotgi'. I suspect that your friend is pregnant. Kåo un suspetcha na taigui i salappe'‑mu sa' machule'guan håo? Did you suspect that your money is gone because it was stolen? Hu suspetcha na mama'bababa ennåo i dos. I suspect that those two are having an affair. Syn: sokni, faisiknåni; suspetchu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sustieni,Transitive Verb,"vt.  sustain, hang on to, hold on to, brace, support. Sustieni esti i petta sa' u poddung. Brace this door because it might fall. Sigi ya un sustieni i siya sa' u alipatu si Juan. Go and hold on to the chair because Juan might fall. Mañustieni yu' nu i hayu sa' bulåchu i ilu‑hu. I took a grip on the wood because I had a dizziness. Variant: susteni.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sutku,Transitive Verb,"vt.  plow a row, heap up small branches or leaves for burning. Fanrikohi sutku para i guafi. Collect small branches for the fire. Hu yuti' i sutku ginin i kareta. I threw the branches from the car.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
sutsa,Transitive Verb,"vt.  cut (meat) in a certain way. Sutsa, tasahus, pendan, osino satmera i katni. Cut the meat in different ways.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
su'uk,Transitive Verb,"vt.  persuade, induce, prevail upon, lure. Ha su'uk yu' si Maria para bai facho'chu'. Maria persuaded me to work. Syn: eppuk, Tinian (soh'yu).",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
su'un,Transitive Verb,"vt.  push, shove, elbow one's way in. Fanasu'un hålum ya u fanomlat i pumalu. Squeeze together so the rest can fit. Ta su'un hit ha' ya ta såonåo umekkunguk i hunta. We'll push ourselves in so we can listen to the meeting. Su'un i tessun hålum gi guafi. Push the charcoal in the fire. Syn: chonnik. Variant: si'ing.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tå'an,Transitive Verb,"vt.  threaten, by gesture of a fist doubled up as though to sock someone (Saipan). Ha tå'an i lahi annai lalålu'. He threaten the boy when he was mad. Adahi na hu tå'an håo. Watch it, maybe I will threaten you. Si Juan ha tå'an si Tåta. Juan threaten father. See: hannan.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåba',Transitive Verb,vt.  measure. Bai hu tåba' esti na påppit. I will measure this paper. Sigi matåba' i guihan nu i taotåo. The men measured the fish. Syn: hemi.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåcha,Transitive Verb,"vt.  criticize, blame, find fault with, reprove, reprimand (Rota). Ya‑ña si Juan mantåcha. Juan likes to criticize. Sigi ha' ha tåcha si Maria si Ana. Maria continues to criticize Ana. Ti ya‑hu na bai tåcha i patgun. I don’t like to criticize the child.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåfyi,Transitive Verb,"vt.  thresh, remove husk from grain by threshing. Hu tåfyi i ma'is. I thresh the corn. Bai hu tåfyi i pigas. I will thresh the rice. Kåo ya‑mu na un tåfyi esti? Do you like to thresh this?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåga',Transitive Verb,"vt.  hack, chop, cut. Ha tåga' i trongku påpa'. He chopped down the tree. Manmanåga' bula na månha. They chopped many young coconuts. Adahi na un tinaga' nu i machetti. Watch out or you will be cut with the machete.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taggam,Transitive Verb,"vt.  1) block, interfere with, blockade. Ha kassi yu' pues hu taggam para bai hu anña. He teased me then I blocked him to beat him up. Mantinaggam hami para mågi ni ichan. We got caught in the rain on our way here. Taggam i gurupu åntis di u fanmanistotba. Block the group before they create a disturbance. 2) pick up, meet. Mataggam ham ni che'lu‑hu gi plåsan batkunairi gi paingi. My brother picked us up at the airport last night. Mataggam si Judy gi finakpu' i iskuela. Judy was picked up after school. See: pattang.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tågu',Transitive Verb,"vt.  command, send on errand, send as a messenger. Hu tågu' si Vince para i tenda. I sent Vince to the store. Ha tågu' yu' si Ton para bai hu fanapåsi siha ni ubligasion‑ña. Ton asked me to pay his bills. Sessu ha tågu' si Rita. Rita was often sent to do something.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåha,Transitive Verb,"vt.  1) estimate, calculate. I peskadot ha tåha i presiun i gamsun. The fisherman estimated the price of the octopus. Sessu mantåha i taotåo yanggin para u famåhan matiriåt siha. The man always estimates the cost of the materials if he is going to purchase them. 2) counteract, halt, prevent. Maila' ta tåha i piligru åntis di ha fåna' hit. Let's counteract the danger before it approach us. Ma tåha i chetnut buchi sa' manmabakuna. They prevented the mumps because they were vaccinated.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tahgui,Transitive Verb,"vt.  substitute, take one's place. Ma tahgui yu' gi as Ana gi hunta nigap. Ana took my place yesterday at the meeting. Ma tahgui esti na låta asta atyu na låta. This can was substituted to that can. Ta tahgui si Annette gumu'ut i tali. Let's take Annette's place to hold the rope.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tahlang,Transitive Verb,"vt.  weigh (using the hand), estimate weight by using one's body, esp. with the hand or hands. I tendera ha tahlang i minakkat i siboyas. The cashier weighed the weight of the onions. Manmatahlang i guihan anai para u mabendi. The fish were weighed when they were to be sold. Matahlang ha' i presiun i gellai ni lancheru. The farmer estimated the price of the vegetables. Syn: tanteha. Variant: talang.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tahlik,Transitive Verb,vt.  twist. Tahlik fan esti i tampin buteya. Can you please twist this bottle cap? Para u tahlik i patgun i kannai‑ña. The child will twist his hand. Manmatahlik i tali siha ni famalåo'an.. The women twisted the ropes.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåhu,Transitive Verb,"vt.  cut, slice, remove. Ha tåhu si nang i mantika gi mannuk. Mother sliced off the fats on the chicken. Anai numa'lågu yu' kåtni, hu tåhu i sanhilu' gi kaddu. When I cooked meat, I removed the fat from the top of the soup.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tai'ai,Transitive Verb,"vt.  put out to dry, hang clothes to dry, dry up, make dry, dry. Manmatai'ai todu i magågu sa' manfotgun. The clothes were dried out because they were all wet. Manmantatai'ai i famagu'un fotgun lepblu siha. The children are drying out wet books. Ha nisisita i sabanas manmatai'ai gi semnak. The blankets need to be dried out on the sun. See: tåla'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taitai,Transitive Verb,vt.  read. I ma'estra ha taitai i lepblu. The teacher read the book. Matågu' i patgun para u fanaitai låo ti ha tungu' håfa para u taitai. The child was asked to read but he did not know what to read. Taitai yan kumprendi i infotmasion åntis di un såonåo dumibåti. Read and understand the information before you participate in the debate.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taka',Transitive Verb,"vt.  reach, achieve, arrive at, made it to, reach into, probe. Kahulu gi siya para u taka' i kandit. He climbed on the chair to reach the lightbulb. Ha taka' si nåna i mina'nobenta åñus na kompliaños‑ña. Mother her ninetieth birthday. Ti nahung edukasion, pues makkat ha taka' i puntun i dibåti. There is not enough knowledge, therefore it is difficult for him to get the point in the debate. Taka' hålum i kestat kåo guaguaha ha' soblan laguana. Reach into the sack if there are still some soursop left.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
takfiha,Transitive Verb,"vt.  give extra effort to, move on to do (something) despite difficulty. Makkat esti na cho'chu' låo ha takfiha muna'funhåyan. The work is difficult but she pushed on and finished it. I komiti ma takfiha umistudiåyi i lina'la' ansiånu na manChamorru. The committee made extra effort to study the ancient life of the Chamorro. Si tång ha takfiha muna'funhåyan guinassån‑ña. Dad pushed on and finished weeding. Kubåtdi låo ha takfiha gi hinanåo‑ña.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
takka',Transitive Verb,"vt.  feel one's way around in the dark, grope, search blindly, reach for. Takka' i dångis gi hilu' tapblita. Feel the candles on the shelf. Hu takka' i salappe'‑hu gi betsåk‑ku. I felt for my money in my pocket. Takka' fan i rason kåo måolik. Explore the reasoning if agreeable.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
takpångi,Transitive Verb,"vt.  baptize, christen, name. I pali' ha takpångi i neni. The priest baptized the baby. Si Susana ha takpångi si Maria as Marian Kamuti. Susana named Maria as Sweet Potato Maria. I kunggresu yan i kunsiliu ma disidi para ma takpångi i lugåt as Plasan Chamorrun Ansiånu. The congress and the council decided to name the park as Ancient Chamorro Park.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taktak,Transitive Verb,"vt.  1) tap, knock. Båsta mataktak i liga sa' kumeke'maigu' i neni. Stop hitting the post, the baby is trying to sleep. Taktak i la'uya siha kosa ki u fanpinangun i istudiånti siha. Start hitting the pots and pans so that they will wake up the students. I maestra ha taktak i ilun i patgun sa' dimasiåo aguaguat. The teacher knocked the child's head as he was being very naughty. 2) mince, chop, cut up into slices.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåkus,Transitive Verb,"vt.  punch, hit, inflict harm or injury, strike, whack. Ha tåkus i lahi anai nina'mamåhlåo gi me'nan tåotåo. He punched the man when the man humiliated him in front of people. I dos påtgun mumu ya umatakus. The two kids fought and struck each other. I dibåti gi pisun kunggresista dumiduk ya matåkus i ispikadot. The debate on the legislative floor was intense and the speaker was punched.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåla',Transitive Verb,"vt.  dry out (something); hang (something) to dry under the sun. Tåla' i katnin fresku åntis di un fa'tinas. Dry out the fresh meat before you cook it. Si nang ha ingkola i pañålis åntis di u hinagua, pues ha tåla'. Mom soaked the diapers before rinsing, then hung them to dry. Tåla' i mamis lemmai para essuk. Dry the ripe breadfruit under the sun to make chips.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
talaksan,Transitive Verb,"vt.  cut down (raw trees). Hu talaksan todu i trongkun lemmun china gi uriyan i gimå'‑hu sa' gof kalåktus i tituka'‑ña ya piligru para i famagu'un. I cut down all the lemmun china trees around my house because the thorns are sharp and dangerous for the children. Syn: utut påpa', kåtyun.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
talang,Transitive Verb,vt.  weigh. Kada ayuyu debi di matalang kosa ki siña madititmina kåo siña esta makonni'. Every coconut crab caught must be weighed to determine if it can be taken. Talang kada pidåsun kåtni ya u manå'yi presiu. Weigh each piece of meat so we can put a price on them. Manmatalang todu produktu para mabendi gi metkåo. All the produce was weighed for sale at the market. Variant: tahlang.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
talåya,Transitive Verb,vt.  catch with a fishing net. Matalåya i i'i' gi tasi. The i'i' were caught with the fishing net.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ta'luyi,Transitive Verb,"vt.  add more to, increase in quantity or number. Ta'luyi esti asukat. Put more sugar on this. Bai ta'luyi sumåolak håo sa' ti ume'ekkunguk håo. I will spank you more because you are not listening. Si Juan ha ta'luyi chumuda' i gimin. Juan spilled more of the drink.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåmpi,Transitive Verb,"vt.  cover (something) up, put lid on. Tåmpi i guihan sa' i lalu'. Cover the fish because of the flies. Ma tåmpi gui'ing‑ñiha anai ma fåna' i måtai gå'ga'. They covered their noses when they came across a dead animal. Ha fuñut i fino'‑ña put para u tinampi i intension‑ña. He suppressed his words to cover his intention. See: huchum.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tamtam ),Transitive Verb,"vt.  desire, crave. Ha tatamtam gada' mångga sa' mapotgi'. She is craving for green mango because she is pregnant. See: taña', chagi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tamtam ),Transitive Verb,"vt.  test, try out, sip, taste. Hu tamtam i katdun kåtni. I tasted the beef soup. Kåo un tamtam i kelaguin guihan kåo nahung pikå‑ña? Did you try the pickled fish to see if it is hot enough? Ha tamtam i tiba ya ilek‑ña: yum, yum. He tried the toddy and he said: yum, yum. 2)",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taña',Transitive Verb,"vt.  taste, sip, try out, test. Hu taña' i denni'. See: tamtam, chagi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tanchu',Transitive Verb,"vt.  select, nominate, point, elect. I lalåhi ma tanchu' i lugåt para i giput‑ñiha. The boys selected the site to have their party. Ma tanchu' i amku' para u kabesiya i gurupu. They nominated a chairperson for their group. Na'påra mananchu' sa' un machatfinu'i. Stop pointing because you will be cursed. See: apunta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tånga,Transitive Verb,"vt.  long for, hope, crave for, wish for. In tåtanga na u mafa'måolik insigidas i manmayulang na guma' siha. We are hoping that the repair to the broken homes will be done quickly. Hu tåtanga para u sånu i hinanåo‑ta disdi på'gu para mo'na. I hope that our way will be safe from today onward. Variant: tångnga, tamtam.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tångkat,Transitive Verb,"vt.  put (a small animal, such as a bird) into a small cage. Ha tångkat i gåyu nigap. He caged the rooster yesterday. In tangkat todu i puyitus sa' ma guaguådduk i tinanum. We caged all the chicks because they're digging the plans. Manmatångkat i nganga' sa' manhåhanåo para i bisinu. They caged the ducks because they are going to the neighbor.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tångnga,Transitive Verb,"vt.  wish for, long for, hope for, crave, want, set one's heart upon; to wish for something that is unlikely to happen. Hu tångnga lumi'i' Hapon. I wish to see Japan. Un tångnga chumuli' pues un yuti'? You set your mind to get it then you discarded it?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tångsi,Transitive Verb,"vt.  cry for, weep for. Anai måtai i hagan i che'lu‑hu, mampus ha na'tångsi yu' sa' måolik na påtgun. When my niece died, it really made me cry for her because she's very good. Håfa un tåtangsi, kåo put ti manå'i håo salåppi'? What are you crying for, is it because they did not give you any money? Si tatå‑hu ha tåtangsi si nanå‑hu sa' gof malångu esta. My father is crying for my mother for she's really sick already. See: katiyi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tångyåo,Transitive Verb,"vt.  juggle, perform juggling (Rota). Hu tångyåo i dos bola gi airi. I juggled the two balls in the air Ya‑ña si Estaban tumångyåo ni tamma'. Estaban likes to juggle with the marbles. Variant: tamyåo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåni' ),Transitive Verb,"vt.  detain, prevent from (doing something), distract, keep from (doing something). Atrasåo tatti para gimå'‑ña sa' tinani' gumåndu gi chalan. She returned to her home late because she was distracted playing on the street. Ha tåni' yu' i malångu na patgon‑hu pues ti hu atendi i hunta gi paingi. My sick child detained me so I did not attend the meeting last night. Tåni' fan ennåo ya u lasaga. Distract him please so that he will stay a while. 2)",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tånmi,Transitive Verb,"vt.  plant, cover something with soil, bury. Ma tånmi i lemmai gi fanuchånan. They planted the breadfruit during the rainy season. I ga'lågu ha tånmi i te'lang para na'ña dispues. The dog buried the bone for his next meal. Ti ma tånmin måolik is go'naf guihan sa' påpaguan ha'. The fish scales were not buried properly because it still stinks. Variant: tåtmi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåntan,Transitive Verb,"vt.  1) shake, brush off. Tåntan måolik i magågu sa' inetdut. Brush off the cloth well because its infested with ants. Tåntan i butsiyu yan un na' siguru na tåya soblan pugas. Shake the bag to be sure that there is no rice left. Talåntan fan esti i petbus gi alunan? Could you shake off the dust from the pillow? 2) start a new beginning. Tåntan håo. Shake off your old self and start a new beginning. Maila' ya ta tåntan hit sa' esta ti åtman matutuhun i lisayu. Let's get going because the rosary will begin shortly.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tanteha,Transitive Verb,"vt.  weigh (by lifting), estimate weight by using one's body, esp. with the hand or hands. (Rota). Hu tanteha i minakkat‑mu. I weighed your weight by lifting you up. See: tahlang. Variant: tantea.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tanteya,Transitive Verb,"vt.  keep doing, keep up until something is accomplished. Maila' ya sigi ha' ta tanteya i che'chu' diksinåriu asta ta na'dinanchi månu siña. Let us keep doing the dictionary until we do it right to the best of our ability.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tånum,Transitive Verb,vt.  plant (seeds or seedlings). Kåo guaha un tånum simiyan sibukåu gi lanchu? Did you plant any sibukau seed at the farm? Ha' tånum i tronkun da'uk para måtkan tano'‑ña. He planted the da'uk tree to mark is land. See: tåtmi.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tå'pang,Transitive Verb,"vt.  rinse (salt water) by using fresh water, rinse (urine), douche. Tå'pang i neni. Rinse the baby. Bai tå'pang ha' yu'. I will only rinse myself. Manpinagu' sa' ti ma tå'pang siha anai mano'mak gi tasi. They got skin irritation because they did not rinse themselves from swimming in the ocean.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ta'pångi,Transitive Verb,"vt.  baptize. Variant: tatpångi, takpångi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tapblung,Transitive Verb,"vt.  repeat, reiterate. Sigi si Jack ha tapblung i che'cho'‑ña gi bandan makinistan kareta. Jack keeps repeating his work on the part of an auto mechanic. Gof na'o'sun kumenbitsasion yan si Juanita sa' sigi ha tapblung i kuentos‑ña. It is very hard to have a conversation with Juanita because she repeats what she's saying Mampus ñating si Jerome månggi' sa' ha ripipiti i tinige'‑ña. Jerome is very slow in writing because she repeats it. Variant: tapplung.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåpis,Transitive Verb,"vt.  put an apron on, protect dress with an apron. Hu tåtapis yu' anai numana'lagu yu' gi giput. I was using an apron when I was cooking at the party. Matåpis yu' ni tapis anai para bai hu fama'tinas tamålis. I was covered with the apron when I was going to make tapioca cake.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåra,Transitive Verb,"vt.  account for, make responsible for, assign. Matåra si Maria para u fama'tinas sena. Maria was assigned to cook dinner. Matåra i implehåo siha na u ma'usa i kumpiuta para u ma fitma na'an‑ñiha. The employees were responsible to sign their name using the computer. Matåra na manmacho'chu' ham ginin oran alas otchu gi egga'an esta alas otchu gi pupuengi. We were accounted for that we worked from eight in the morning until eight in the evening.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tarabira,Transitive Verb,"vt.  1) turn over again, turn back around. Tarabira i guihan yanggin un aflitu. Turn over the fish when you fry it. Hu tarabibira i kåttri yanggin hu tåla' huyung gi semnak. I turned the bed over over when I dry it out in the sun. 2) turn in the opposite direction. Anai ha li'i' yu' i taotåo, gotpi ha tarabira gui' para ottru chålan. When the man saw me, he abruptly turn around to the other road. Yanggin i åtlibes‑ña i kåttan, pues i tarabirå‑ña luchan, pues i ottru direksion i håya asta lågu. If the opposite direction of north is south, then the other is east to west.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tareha,Transitive Verb,"vt.  assign responsibility, give (someone) a portion of a task to be completed (Rota). Ti bai tareha håo muna'gasgas. I will not assign you to clean.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tariko',Transitive Verb,vt.  throw; aim. Un klåsin huegun tåmma' i gandun tariko'. One marble game is the aim and throw method. Debi di un tariko' i tangganu. You need to aim the horseshoe rod. Iyom‑mu ha' i tamma' ni un tariko' yanggin un danchi. The marble that you hit after you've aimed it is yours.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tariku',Transitive Verb,vt.  strike or hit with force (in marble game). Ha tariku' i patgun låhi i tamma' ya ha gånna. The boy struck the marble and won. Måolik i lahi‑hu mantariku' gi hugåndun tåmma'. My son is good at hitting in the marble game. Matariku' i tulompu ya må'pi'. The top was hit and broke.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåsa,Transitive Verb,"vt.  figure out, put a value on, put a price on.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tasåhus,Transitive Verb,"vt.  slice, chop, cut into smaller portions esp. meat or clothes. Bai hu tasåhus i katni. I will slice the meat. Ya‑hu na bai hu tasåhus i guihan. I like to slice the fish. Tasåsahus ennåo i katni mientras måfattu yu'. Cut the meat into strips while I return.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåsmi,Transitive Verb,vt.  sharpen to a point. Bai tåsmi i si'se'‑hu. I will sharpen my knife. Na'tåsmi esti na machetti. Sharpen that machete. Tåsmi fan i se'se'‑hu. Sharpen my knife.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåtchi,Transitive Verb,"vt.  tag (someone) with an object, as in a game, counter (someone) in argument, counterattack with a better point in an argument, give a counterexample. Adahi na un tåchi yu'. Don’t tag me. Ti bai hu tåchi håo nu i bola. I will not tag you with the ball. Ma tåchi i patgun gi huegu. They tagged the child at the game. Variant: tåchi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåtki,Transitive Verb,vt.  defecate on. Ha tåtki gui' i patgun. The child defecated on himself. Adahi na un tåtki håo gi katsunes‑mu. Don’t defecate in your pants. See: masinik.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåtmi,Transitive Verb,"vt.  1) plant (seeds or seedlings). Bai tåtmi i simiya gi gima'. I will plant seeds at the house. Tåtmi i floris gi lanchu. Plant the flowers at the ranch. 2) contaminate (someone) with (a disease). Mungnga mana'maigu' akihut i dos påtgun sa' siempri umatatmi i dos ni chetnut saranpion. Don't make the two children sleep too close together because they will contaminate each other with measles. Yanggin sessu sumiha yan i amigå‑ña ni gai chetnut mandagi, siempri tinatmi gui' lokkui'. If she keeps company with her friend who is a habitual liar, then she will acquire the same habit. 3) cover up, bury. Tåtmi i hoyu sa' piligru. Cover the hole because it is dangerous. Ha tåtmi i pinekkåt‑ña gi inai putno u magacha'. He covered his tracks on the sand to prevent being detected. I ga'lågu ha tåtmi i te'lang gi papa' såtgi. The dog buried the bone under the floor of the house. Variant: tånmi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåtni,Transitive Verb,"vt.  bury, cover with soil. Ha tåtni i måtai katu. He buried the dead cat. Si Luis tumåtni i simiyan papåya. Luis covered the papaya seeds with soil. Månu ni ma tåtni i tesoru? Where did they bury the treasure? Syn: håfut. Variant: tåtmi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåtsi,Transitive Verb,"vt.  kill (by poison), infect. Ha tåtsi yu' i guihan. I got fish poisoning. Tinatsi si Nåna ni ihang. Mother was poisoned by the shrimp. Ti ha tåtsi yu' i tagåfi sa' ti cha'ot‑tu. I was not poisoned by the red snapper because I am not allergic to it. Syn: hina.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tattiyi,Transitive Verb,"vt.  follow, pursue, chase, trail. Tattiyi esti na chålan påpa' gi eksu' ya bira para i akakgui gi tapblerun påra. Follow this road down the hill and turn left at the stop sign. Matattiyi si Cathy ni pulisiha sa' ispiding sinigon‑ña. The police pursued Cathy for speeding. Tinattiyi i patgun ni ga'‑ña ga'lågu. The child was followed by her pet dog.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tatu,Transitive Verb,vt.  mark (someone) with a tattoo. Matatu si Juan gi akakgui na kodu‑ña. They tattooed Juan on his left bicep. Måolik manatu si Antonio. Antonio is good in tattooing. Tatu fan un tuninus gi apagå‑hu. Will you please tattoo a dolphin on my shoulder.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåyuyut,Transitive Verb,vt.  pray. Maila' ya ta fanmanåyuyut para i antin i difunta nåna. Come let us pray for the soul of our beloved mother. Manånayuyut yu' para bai hu såfu mo'na gi linalå'‑hu. I am praying for a peaceful life forward. Tayuyuti i manggaigi på'gu gi piligru siha na lugåt. Pray for those who are now in dangerous places.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tayuyuti,Transitive Verb,vt.  pray for. Håyi in tayuyuti? Who are you praying for? Taimanu empas i isåo‑mu yanggin ti ma tayuyuti? How will your sins be forgiven if they are not prayed for forgiveness? Na'yo'asi håo ya un tayuyuti i manmalångu na mañe'lu‑ta. Be merciful and pray for our sick brothers and sisters.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
teha,Transitive Verb,"vt.  put tiles on, put shingles on. I katpinteru para u teha i atuf. The carpenters will shingle the roof.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
