Term,Part of Speech,Definition,Source Details,Link to Source
tái asi',Intransitive Verb,"vi.  have no pity, cruel, merciless, unkind, mean. Gof tai asi' na palåo'an ennåo. That person is merciless. Ti mafanå'guin måolik gi mañaina‑ña sa' tai asi' sensiån‑ña na tåotåo. He was not taught properly by his parents because he has a mean personality. Variant: tái'asi'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái bali,Intransitive Verb,"vi.  have no worth, worthless, useless. Muna' tai bali i kanai‑hu anai ma upera yu'. My hand became useless after my surgery. Tai bali para un sangåni gui' ni håfa masusedi. It is so useless to tell her about what happened. Tai bali esti na kareta sa' ti siña mangåtga. This car is useless because it cannot load anything.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái bisiu,Intransitive Verb,"vi.  have no vices, virtuous, without habits. Gof tai bisiu si tatå‑hu. My father does not have any habits. Mantai bisiu i taotåo ya machuda' i basula gi cha'guan. The people are virtuous and emptied the trash on the grass. Tumai bisiu si Dennis gi anai hohobin låo gi anai umåmku' na gumai bisiu chumupa. Dennis had no habits when he was younger but now he has a habit of smoking when he's older.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái che'tan (TBD),Intransitive Verb,"vi.  have no defect. Hues, i muna'fanlibri i taotåo siha, tai che'tan na tåotåo! Judge, the liberator of the people, person without any defect! See: tái lamin.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái chetnut,Intransitive Verb,"vi.  have no wound, uninjured, free from defect or ailment. Tai chetnut si Anicia. Anicia is free from ailment. Poddung si Tona' gi trongku ya tai chetnut. Tona' was uninjured when she fell off the tree. Ya‑ña chumotchu si Anita babarihas na nengkanu' anai mapopotgi' låo tai chetnut i neni anai mafañågu. Anita liked to eat unhealthy foods when she was pregnant but the baby was free from any defects.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái chi',Intransitive Verb,"vi.  limitless, forever, vast. Tai chi' i minåolek‑mu nu guåhu. Your kindness to me has no limit. Gof tai chi' i nina'siñå‑ña i amigå‑hu gi bandan inayudan cho'chu'. My friend's strength is limitless when it comes to work.. Variant: tai chi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái chilung,Intransitive Verb,"vi.  have no equal, matchless, peerless. Tumai chilung i balin i pigas yan i sinahguan‑ña. The price of the rice is matchless with its content. Tai chilung i oru kontra i di'amånti. The gold is matchless to the diamond. Tai chilung i guinaiyan nåna kontra i guinaiyan asagua. The love of a mother is peerless to the love of a spouse.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái ekspirensia,Intransitive Verb,"vi.  have no experience, inexperienced, unskilled. Mapput makonni' håo gi che'chu' yanggin tai ekspirensia håo. It is tough for you to be hired if you have no experience. Tai ekspirensia yu' gi bånda che'chu' ufisina. I'm inexperienced in the office job. Tai ekspirensia si Tom gi bandan makinista kareta. Tom is inexperienced in the auto mechanics. Variant: tai'ekspirensia.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái finakpu',Intransitive Verb,"vi.  have no end, endless, infinite. Yanggin kumåtim si Helen gof tai finakpu'. When Helen cries it's endless. Yanggin bumibik i kutneta, tai finakpu'. When the trumpet beepsm it is infinity. Tai finakpu' i patgun yanggin kumåti. When the child cries it is endless. Syn: tái hinekkuk, tái uttimu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái finatai,Intransitive Verb,"vi.  immortal, undying. Mamaisin i patgun kåo tai finatai i anti‑ta. The child asked if our soul is immortal. Hu bokbuk måolik todu i cha'guan låo kalan man tai finatai. I dug up the grass very well but it seemed like it never dies.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái ganas,Intransitive Verb,"vi.  lack appetite, have no desire for food. Tai ganas i neni gumimin letchi. The baby has no appetite to drink milk. Tai ganas yu' chumotchu sa' kalentura yu'. I have no desire to eat because I have a fever. Esta tai ganas yu' manarekla gi halum guma' sa' manhåhalum ha' ni deggan‑ñiha. I have no desire to clean the house because they come in with their footwear. Tumái ganas i patgun anai malångu. The child had no appetite when he was sick. Tumái ganas i bihu sa' inatditi ni malinik ulu. The old man became nauseated because of a migraine headache.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái guailayi,Intransitive Verb,"vi.  have no reason, unfit, useless, in vain. Tai guailayi ha' na para u dekka' i chenchun abeha ya ha na'fanmalågu todu. It was useless that he had poked the bee hive for he made the bees move away. Ilek‑ña si nåna na tai guailayi na u utut i trongkun chotda. The mother said that it was useless me to chop down the banana tree Masangåni na tai guailayi na u afa'måolik yan i pumalu siha na tåotåo put i mabidå‑ña. They told her it is is useless to reconcile with the other people due to what they have done to her. Variant: tuguailayi, tiguailayi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái gueku (TBD),Intransitive Verb,"vi.  solid, not hollow. Esti na håyu tai gueku ni para bai hu huluk. This wood is not hollow that I could break it. Tai gueku esti na håyu. This wood is not hollow. Tumai gueku i tapbla. The plywood is not hollow.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái ha'ani,Intransitive Verb,"vi.  have no (expiration) date, undated. Esti na fektus tai ha'ani. This product has no expiration date. Tai ha'ani i taotåo ni måtai. A dead person ran out of time. Tai ha'ani iya putgatoriu. Purgatory is perpetual.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái hinassu,Intransitive Verb,"vi.  lacking in thought, unaware, thoughtless, ignorant. Kalan mampus tai hinassu ennåo i bidåda‑mu nu hami. It seems like what you are doing to us is very thoughtless. Ti debi di in fantai hinassu put i ginagagåo na areklamentu, sa' esta tåntu di manmafanå'gui hamyu. You should not be ignorant what is required in the regulation because you have been instructed often repeatedly. 2) innocent. Tai hinassu esti na påtgun sa' ti mangumprerendi trabiha. This child is innocent because she has yet to understand things. Variant: inusenti.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái hinekkuk,Intransitive Verb,"vi.  have no end, timeless, endless, infinite. I langit tai hinekkuk. The heaven is endless. I råya tai hinekkuk. The line is infinite. I tiningu' tai hinekkuk gi lina'la' tåotåo. Learning is a lifetime process in life.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái inadahi,Intransitive Verb,"vi.  have no care, reckless, careless. Tai inadahi gi bandan salåppi'. She is careless with money. Tai inadahi ni sinigogong‑ña ya esta ma presu. His reckless driving landed him in prison. I kunsintidot na tåotåo tai inadahi. A person that is too consenting has no care. Variant: taihinadahi, tai'inadahi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái inangokku,Intransitive Verb,"vi.  independent, does not rely on something/someone. Tai inangokku ennåo na tåotåo. She is an independent person. Tai inangokku yu' nu håyiyi ha'. I am not dependent on anyone. I familian‑niha mantai inangokku nu siha mismu. Their family does not rely even among themselves. Variant: tai'inangokku.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái ine'sun,Intransitive Verb,"vi.  does not get bored, forbearing. Sen tai ine'sun yu' umekunguk put kutturan Chamorro. I am never bored listening about Chamorro culture. Manhånåo todu, låo unu sumåga, sa' tai ine'sun manayuda. Everyone but one stayed behind because she does not get bored helping. Variant: tai'ine'sun.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái intires,Intransitive Verb,"vi.  have no interest, impartial, fair. Tai intires yu' ni guinahan i mañaina‑hu. I have no interest in my parents' assets. Manggof tai intires i famagu'un Susana ni gima' difunta Mary. Susana's children have no interest on the late Mary's house. Tai intires si Jose ni mambunitan famalåo'an. Jose is impartial of beautiful women.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái isåo,Intransitive Verb,"vi.  have no sin, innocent, guiltless. Tumai isåo si Jordan ni pineddung i neni. Jordan is innocent with respect to the fall of the baby. Tai isåo si Denise gi masåkkin i ruedan kareta siha. Denise is innocent about the stolen car tires. Tumai isåo yu' sa' esta kumonfisat yu' gi as Påli'. I've confessed to the priest and I am guiltless .",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái kinalamtin,Intransitive Verb,"vi.  have no movement, no progress, idle, lacking energy or effort. Tumai kinalamtin i prugråman iskuela put tåya' para ufan mamanå'gui. Due to the lack of teachers, the school program did not progress. Lalålu' yu' ni che'lu‑hu sa' tai kinalamtin ni para u na'gåsgas i gima'. I was upset with my sibling because there was no effort to clean the house. Ti siña manggo'ti i agapa' na kannai‑hu, sa' tai kinalamtin disdi mafañagu‑hu. I cannot hold with my right hand, because it has had no sensation since I was born.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái lamin,Intransitive Verb,"vi.  have no defect, without impurity. Gi Nubenan La Purisima, si Sånta Maria makunsidera kumu tai lamin na palåo'an. In the La Purisima Novena, the Blessed Mary is considered to be a pure woman. See: tái che'tan.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái ma'a'ñao (TBD),Intransitive Verb,vi.  having no fear; brave; fearless. I båtbaru na tåotåo tai ma'añåo. A brave person has no fear. I katpitan tai ma'añåo gi halum båba na tåsi. A captain has no fear in rough water. I subetbiu na påtgun tai ma'añåo makastiga. An insolent child has no fear being punished.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái mancha,Intransitive Verb,"vi.  have no stain, spotless, faultless, pure. I a'paka' na såbanas tai mancha. The white sheet is spotless. Tåya' tåotåo tai mancha. No one is faultless.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái minaguf,Intransitive Verb,"vi.  lack happiness, sad, full of grief. Tai minaguf i patgun gi iskuela. The student is not happy at school. Mantai minaguf i implehåo put i ma'utut i oran i hutnaleru siha. The employees are not happy as their hours have been cut. Tai minaguf disdi finatai nanå‑ña. She hasn't been happy since her mother passed on.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái minaolik,Intransitive Verb,"vi.  have no use, good for nothing, useless. I lamas fruta tai minåolik. Rotten fruits are useless. Tai minåolik masangån‑ña i lina'lå'‑ña. Nothing good can be said about his life. Tai minåolik i plånu sa' tåya' salåppi'. The plan is not useful as there is no funding for it.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái ninangga,Intransitive Verb,"vi.  impatient; unable to wait. Si nåna tai ninangga na ogga'an. Mother was impatient this morning. I tiempu tai ninangga. Time waits for no one. I lina'la' na tiempu, tai ninangga para i manmanman. Life today has no patience for those that are slow.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái parehu,Intransitive Verb,"vi.  have no equal, unique, incomparable, matchless, incommensurable, cannot be compared with anything else. Tai parehu bunitå‑ña si Princess Diana. Princess Diana's beauty is incomparable. Gof taiparehu i lussos‑ña si Andre yan si Hondo. Andre's snore cann't be compared to Hondo's. Tai parehu i minaolik Isa yan si Tina. Isa and Tina's goodness is incomparable. I floris bunitu tai parehu gi halum hatdin. The flower was beautiful and was unlike any other in the garden. I yo'asi' na kurason tai parehu yan ottru. A kind and passionate heart is unlike any other. Tai parehu i lina'la' åntis yan på'gu. Life then is nothing like today. See: tai atparehu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái presiu,Intransitive Verb,vi.  priceless; having no indication as to value. I fektus gi tienda tai presiu. The commodities at the store did not have prices. I amestan tåotåo tai presiu. Relationships amongst people are priceless. I tiningo'‑mu tai presiu. Your knowledge is priceless.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái punta (TBD),Intransitive Verb,"vi.  have no point, obtuse, dull. Tai punta i lapes‑su. My pencil is dull. Ma'utut i machitek‑ku ya tai punta. My machete broke and has no point. I ramentan peska måhluk ya tai punta. My fishing gear broke and now has no sharp point. I aridondu na kosas, tai punta. Rounded objects do not have pointed ends. Tai punta i lapes‑su. My pencil is unsharpened and has no pointed end. Tai punta i machetti sa' ma'utut. My machete has been cut and has no pointed end.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái rimediu,Intransitive Verb,"vi.  have no solution, unsolvable, incurable, worthless. Kumplikåo i prublema ya tai rimediu para masåtba. The problem has become complicated and is now unsolvable. Tai remediu i chetnut i patgun. The illness of the child has no cure. Mana'hånåo i malångu sa' tai remediu guini na espitåt. The patient was sent off because there was nothing that could be done at this hospital. Hita fuma'tinas dångkulu na kumplikasion gi gubetnamentu ya tai remediu esta. We created a very complicated government system and it seems there is no resolution to it. Songgi i maninanai na håyu sa' esta tai rimediu. Burn the termite infested lumber as they are now worthless.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái rispetu,Intransitive Verb,"vi.  have no respect, disrespectful, impolite, rude, have no manners. Tai rispetu na påtgun. The child is impolite. Gof tai rispetu i che'lu‑hu nu guåhu. My sibling has no respect for me. Tai rispetu i difendånti, pues madulalak ni hues. The defendant was very rude and was dismissed by the judge.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái sabut,Intransitive Verb,"vi.  tasteless, have a bland taste, have no personality; boring (of a person). Nåyiyi asiga i kaddom‑mu, sa' tai sabut. Add salt to your soup because it is bland. Bula na klåsin nå'yi para u månngi' i tai sabut na boka. There are many flavoring to make to bland foods taste good. Ai na gof tai sabut ennåo na tåotåo. Oh dear! This guy is very boring.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái saga,Intransitive Verb,"vi.  have no place, homeless. Tai saga i mannuk. The chicken has no place. Tai saga yu' ni para bai hu maigu'. I don't have a place to sleep. Tai saga i rilihon gi halum gubetnamientu. Religion has no place in the government.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái salappi',Intransitive Verb,"vi.  have no money, penniless, poor, lacking funds. Tai salappi' i kumpaniha. The company is broke. Tai salappi' na kåha. The cash register has no funds. Tai salappi' yu' ya umayåo yu' gi bangku para bai apåsi i kuentåk‑ku. I was broke and I had to borrow money from the bank to pay my account.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái setbi,Intransitive Verb,"vi.  have no use, useless. Tai setbi na kareta, sa' mayulang. It is a useless car, because it is broken. Tai setbi i lepblu, sa' ti un taitai. The book is useless, because you did not read it. Tai setbi i kantidån implehåo, sa' ti nahung cho'chu'. The number of employees was useless, as there was not enough work to do.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái sintidu (TBD),Intransitive Verb,"vi.  have no feelings, insensitive, unsympathetic, cold (in relationships). Tai sintidu ennåo na kustumbrin påtgun. This child's character has no sensitivity. Tai sintidu na tåotåo gi manmalångu. He is insensitive to those who are sick. Tai sintidu gi bandan kutturan Chamorro. There is no sensitivity to the Chamorro culture.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái tiningu',Intransitive Verb,"vi.  have no knowledge, unaware, clueless. Ti tai tiningu' na' tai interes. It is not that he is not aware but he is not interested. Tai tiningu' put hafa masåsangan put guiya. She is clueless as what they are saying about her. Taimanu na un tungu' na tai tiningu' håo put esti na asuntu? How did you know that you have no knowledge about this issue?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tái uttimu,Intransitive Verb,"vi.  have no end, endless, infinite. Tai uttimu i kuentos‑ña. His talking was endless. Tai uttimu i guinaiyan‑ña. Her love is infinite. Humånåo si Tång sa' ha sienti na kalan tai uttimu i tinaitai. Dad left because he felt the prayer was endless. Syn: tai finakpu', tai hinekkuk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taiguennåo,Intransitive Verb,"vi.  that is the way (something is done), that is how, that is why, that is the reason (referring to addressee). Taiguennåo kulot‑ña i karetå‑hu i karetå‑mu. That color on your car is the same as that color on my car. Taiguennåo un cho'gui yanggin mafaisin håo. That is the way to do it when you are asked. Ti taiguennåo na taiguini. It's not like that, but like this. See: ennåo na.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taigui,Intransitive Verb,"vi.  not present, disappeared. Taigui i katu. The cat is not around. Håyi taigui gi hunta? Who was absent at the meeting? Tumaigui i patgun anai ma'aliligåo gi gima'. The child disappeared when they were looking for him in the house.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taiguihi,Intransitive Verb,"vi.  that is the way (something is done), that is how, that is why, that is the reason (referring to a third person or persons). Tumaiguihi i macho'guen‑ña i bunuelus. That was the way the dougnuts are done. Taiguihi masugon‑ña i karetan guaka. That's the way the bull cart is driven. See: atyu na. Variant: taigui.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
taiguini,Intransitive Verb,"vi.  this is how, this is the way (something is done), this is why, this is the reason (referring to speaker). Tumaiguini macho'gui i ensalådan batåtas. This was the way the potato salad is done. Taiguini malåksi i katsunis låhi. This is how you sew the men's pants. See: esti na.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tákkalum,Intransitive Verb,vi.  come inside or toward a place. Takhalum mågi sa' i ichan. Come inside because of the rain. Takhalum ya ta fansena. Do come inside and we will have dinner. Variant: tákhalum.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
takmi',Intransitive Verb,"vi.  bed wetter; urinate frequently. Yanggin yayas si Jesus, takmi' gi maigo'‑ña. When Jesus is exhausted, he can be a bedwetter. Takmi' i ga'‑hu ga'lågu sa' malångu. My pet dog often urinate because he is ill. I mediku ti siña ha kumprendi håfa si Carmen na takmi' esta kinsi åñus. The doctor couldn't understand why Carmen wets her bed up to her fifteenth year.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåktak,Intransitive Verb,"vi.  tap, knock. Tåktak i petta yangin para un fan dåkkut. Tap the door if you are going to knock.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
talåktak,Intransitive Verb,"vi.  tapped for noise or sound purposes; rattle, clang. I famagu'un ma na'talåktak i lata siha anai masilelebra i Añu Nuebu. The kids tapped the tin cans when they were celebrating New Year's. Na'fantalåktak i lata siha para u sinigun i birak siha. Tap the tin cans to drive the ghosts away. Mantalålaktak i satten sa' manhålum i chå'ka gi kusina. The pots were clanging because the rats got into the kitchen.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
talanga,Intransitive Verb,vi.  twist or pull the ear. Ha talanga i patgun anai inila'gui. She pulled the child's ear when the child stuck her tongue at her.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
talayan fakkut,Intransitive Verb,vi.  go netfishing at night without the aid of light or torch. Manhånåo si Tang yan si Napu mantalåyan fakkut. Dad and Napu went net fishing in the dark.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tala'yuk,Intransitive Verb,"vi.  hop, jump, skip. I istudiånti manmafa'nå'gui mantala'yuk. The students were taught to jump. I kumiti ma disidi para u mana'tala'yuk si Deborah sa' takfe'na dimasiåo hinasson‑ña. The committee has decided to jump Deborah because her thinking skills are very advanced. Sigi i manåmku' mantala'yuk para u faninayuda hinemlu'‑ñiha. The elderly were hopping to help with their health.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tångis,Intransitive Verb,"vi.  cry, weep, sob. Ma na'tångis i neni sa' made'un fasu‑ña. They made the baby cry because she was pinched on the cheek. Tumångis anai ti siña masotda' i amigå‑ña. She cried when her friend could not be found. Syn: kåti.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tarapatu',Intransitive Verb,"vi.  flip, turn upside-down, do somersaults. Na'bubu yu' ya hu na'tarapatu' håo. Anger me and I'll flip you upside-down. Humålum i mannuk gi kusina ya ha na'fantarapatu' todu i na'yan. The chicken got into the kitchen and messed up all the dishes. Ha gof tungu' tumarapatu'. She really knows how to somersault.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tatgågåo,Intransitive Verb,vi.  always ask. I che'lu‑hu tatgågåo salåppi'. My brother always asks for money. Mantatgågåo i mañaina nu i nisisidåt iskuela. The parents are always asking for support from the schools. Tatgågåo i manmalångu put ayudun hinemlu'. Those with health problems are often asking for support from the health services,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåtti,Intransitive Verb,"vi.  follow, come after, come later. Tumåtatti i patgun gi as nanå‑ña. The child is following his mother. Esti fine'nena, pues tumåtatti ennåo. This is first, then that comes later. See: tumåtatti.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tåya',Intransitive Verb,"vi.  there is not, does not exist, be without. Tåya' ni ta li'i' håo chumålik. We never see you smile. Åntis, tåya' ni un hunguk i manåmku' manchatfinu' gi me'nan famagu'un. In the past, using foul language in the presence of children by adults is unheard of. Tumåya' prubensión pugas anai ti måttu i batku. We ran out of rice supply when the ship did not arrive. Åtman tiempu tåya' uchan gi ma'pus na såkkan. For a long time, there was no rain the previous year. Tåya' minaolek‑ña i para un sigi ha' fumatta' i guinaha‑mu. It is not becoming for you to flaunt your wealth. See: nungka, hokkuk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ta'yuk,Intransitive Verb,"vi.  jump, hop, skip. Adahi na un ta'yuk gi kattri. Don’t jump on the bed. Sigi si Juan na para u ta'yuk lokkui'. Juan keeps wanting to jump too. Mankeppan i famagu'un mana'yuk gi huegun tenggakko'. The children are agile skippers in the game of hopscotch.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
te'i,Intransitive Verb,"vi.  sprinkle (of water), rain very lightly. Te'iyi dididi' ta'lu asiga. Sprinkle a little more salt. Atan fan kåo ti tete'i i ichan. Please check if it is raining very lightly. Na'hålum i tinala' magågu sa' tete'i uchan. Bring in the laundry from the clothes line because it is sprinkling rain. Variant: tetti, te'ti.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tekkin,Intransitive Verb,vi.  go gill net fishing. Para bai in fantekkin gi Inai Dångkulu gi talu'åni. We will be net fishing at Unai Dangkulu this afternoon. Masedi tekking; ti masedi deris. Gill net fishing is allowed; fish poisoning is not. Variant: tekking.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tekkun,Intransitive Verb,"vi.  1) bow, bend head and body down. Tekkun ya bai såosåo tingu‑mu. Bend your head so I can wipe the back of your neck. I tåotåo Hapon mantekkun para rispetu. The Japanese bow to show respect. Tumekkun sa' mamåhlåo. She bowed because she was ashamed. 2) humiliated, shamed, dishonored (of one's family, clan, parents, community). Ha na'tekkun i mañaina‑ña put båban bidå‑ña. His illegal activity brought shame to his parents. Mungnga yu' mana'tekkun mientras låla'la' yu'. Don't humiliate me while I am alive. Mannina'tekkun nu i tai rispetu na fino'‑ña gi manåmku' siha. They were put to shame by his disrespectful comments to the elders. See: ñehum. Variant: tokkung, tekkung.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tekkung,Intransitive Verb,"vi.  bow low, bend low. Tekkung ya un fanu'i na mañotsut håo. Bend low and show your remorse. Na'mås tekkung håo ya bai hu lasa tatalo'‑mu. Bend down more and I will massage your back. Variant: tekkun.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tenggakko',Intransitive Verb,"vi.  play hopscotch. Ti mantenggako' ham nigap, sa' fachi' i edda'. We did not play hopscotch yesterday, because the ground was muddy. Guaha kumpitensian tenggako' agupa' gi gima'‑måmi. There will be a hopscotch competition tomorrow at our house.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
te'ti,Intransitive Verb,"vi.  sprinkle (of water), rain very lightly. Manhugågandu i famagu’un gi te’ti. The children are playing in the light rain. Fanmalågu para i lihing‑miyu sa’ esta tete'ti i ichan. Run for shelter as it is starting to rain. Maguf si Jose sa’ te’ti i ichan ya måolik para i nuebu na tinanum chandiha. Jose is happy because it's drizzling rain and good for the newly planted watermelon. Variant: te'i, tetti.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tetti,Intransitive Verb,"vi.  sprinkle, misty, overspread (with drops or particles of water). Tetti i ichan anai humånåo yu' para i iskuela. There was a sprinkle of rain when I went to school. Ma'anunsia na para u tetti i ichan på'gu na ha'åni. It was announced that we will have scattered showers today. Mungnga humuyung yanggin tetetti i ichan. Do not go outside if it is starting to rain. Variant: te'i, te'ti.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ti chuma'igi,Intransitive Verb,"vi.  not have a draw (of a game), not have an even score. Ti chuma'igi i dos iskuela gi bola nigap. The two schools did not have a tie at yesterday's ball game. I dos na pattisipånti ti chuma'igi. The two participants got an even score.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tika,Intransitive Verb,vi.  make coconut oil. Manggaigi guennåo i famalåo'an na mantitika. The women are over there making coconut oil. Guaha na un chagi tumika? Have you ever tried to make coconut oil?,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tilingting,Intransitive Verb,"vi.  clink, ding, tinkle, jingle. Mantilingting i basun måmaffak siha anai linåo. The glasses clinked during the earthquake. Tilingting i kampånan dikiki ya ta yå'u i famagu'un. Jingle the small bell and we will wake up the children. See: tingting.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tinaga',Intransitive Verb,vi.  be cut (by heavy object). Tinaga' si Jose ni machetti anai mungangatyu. Jose got cut by a machete when he was chopping wood. Adahi na un tinaga' ni puñåt. Do not get cut by the pocket knife. See: chinachak.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tinani',Intransitive Verb,"vi.  1) be busy, occupied, preoccupied. Tinani' yu' kumuentus ya ha laisin yu' i ora. I was so busy talking that I lost track of the time. Ti ha cho'gui i matago'‑ña sa' tinani' humugåndu. She did not do her chore because she was busy playing. 2) use the toilet. Ha nisisita i patgun tuminani'. The child needs to use the restroom. Humånåo para i kemmun para u tinani'. He went to the bathroom to use the toilet.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
tinatmi,Intransitive Verb,"vi.  contaminated, infested, infected. Tinatmi i hanum ni applacha' potbus. The water is contaminated with dust. Tinatmi i lugåt ni cha'guan båba. The place is infested with bad weeds. Na'ma'asi' i galagitu sa' tinatmi garapåtas. The poor puppy is infested with fleas. Tinatmi gui' nu i chetnut sarampion. He got infected with the measles.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
